what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1481660709569
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1481660710471
executed,command,org.eclipse.apache.ode.processManagement,1.0.0.201509221212,"org.eclipse.apache.ode.processManagement.undeploy",1481660711065
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1481660713920
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.selectAll",1481660715904
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1481660718428
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1481660719531
activated,editor,org.eclipse.bpel.ui,0.8.0.201509221212,"org.eclipse.bpel.ui.bpeleditor",1481660733647
activated,view,org.eclipse.ui.views,3.5.1.M20110202-0800,"org.eclipse.ui.views.PropertySheet",1481660735818
activated,view,org.eclipse.apache.ode.processManagement,1.0.0.201509221212,"org.eclipse.apache.ode.processManagement.view",1481660737610
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1481660739615
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1481660742605
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1481660746849
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1481660750524
opened,view,org.eclipse.bpel.ui,0.8.0.201509221212,"org.eclipse.bpel.ui.simtech.auditingView",1481660750606
activated,view,org.eclipse.bpel.ui,0.8.0.201509221212,"org.eclipse.bpel.ui.simtech.auditingView",1481660750623
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.views.showView",1481660750627
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.views.showView",1481660750627
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1481660756492
activated,view,org.eclipse.bpel.ui,0.8.0.201509221212,"org.eclipse.bpel.ui.simtech.auditingView",1481660758606
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1481660760766
activated,editor,org.eclipse.bpel.ui,0.8.0.201509221212,"org.eclipse.bpel.ui.bpeleditor",1481660761759
activated,view,org.eclipse.bpel.ui,0.8.0.201509221212,"org.eclipse.bpel.ui.simtech.auditingView",1481660767635
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1481660786551
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1481660792212
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1481660793530
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1481660803077
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1481660812638
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1481660832007
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1481660839914
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1481660842750
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1481660845075
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1481660850084
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1481660853108
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1481660856715
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1481660861880
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1481660864309
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1481660866956
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1481660869758
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1481660874317
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1481660877390
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1481660903805
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1481660924909
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1481660933673
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1481660933865
activated,editor,org.eclipse.bpel.ui,0.8.0.201509221212,"org.eclipse.bpel.ui.bpeleditor",1481660940685
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1481660947918
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1481660948651
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1481660954497
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1481660986907
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1481660990729
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1481660992508
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1481661022055
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1481661248913
activated,view,org.eclipse.ui.views,3.5.1.M20110202-0800,"org.eclipse.ui.views.PropertySheet",1481661275804
activated,editor,org.eclipse.bpel.ui,0.8.0.201509221212,"org.eclipse.bpel.ui.bpeleditor",1481661291741
activated,view,org.eclipse.ui.views,3.5.1.M20110202-0800,"org.eclipse.ui.views.PropertySheet",1481661295065
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1481661307600
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1481661307868
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1481661320832
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1481661321065
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1481661321149
activated,editor,org.eclipse.bpel.ui,0.8.0.201509221212,"org.eclipse.bpel.ui.bpeleditor",1481661322739
activated,view,org.eclipse.ui.views,3.5.1.M20110202-0800,"org.eclipse.ui.views.PropertySheet",1481661324348
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1481661345318
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1481661346715
activated,editor,org.eclipse.bpel.ui,0.8.0.201509221212,"org.eclipse.bpel.ui.bpeleditor",1481661352054
activated,view,org.eclipse.ui.views,3.5.1.M20110202-0800,"org.eclipse.ui.views.PropertySheet",1481661375865
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1481661376199
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1481661376421
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1481661376548
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1481661382692
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1481661392431
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1481661402808
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1481661403669
activated,editor,org.eclipse.bpel.ui,0.8.0.201509221212,"org.eclipse.bpel.ui.bpeleditor",1481661405922
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1481661459862
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1481661469739
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1481661486349
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1481661486644
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1481661486686
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1481661491702
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1481661616739
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1481661619482
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1481661619949
opened,editor,org.eclipse.wst.wsdl.ui,1.2.306.v201106290347,"org.eclipse.wst.wsdl.ui.internal.WSDLEditor",1481661620166
